lake_name,yr,qlty
Marcott Lake,2012,3.0
Marcott Lake,2000,4.0
Marcott Lake,2001,4.0
Marcott Lake,1996,4.0
Marcott Lake,1997,4.0
Marcott Lake,1998,4.0
Marcott Lake,1993,2.0
Cowley Lake,2006,0.0
Cowley Lake,2007,1.0
Cowley Lake,2010,2.0
Hydes Lake,1996,1.0
Hydes Lake,2003,2.0
Hydes Lake,2010,2.0
Hydes Lake,2000,1.0
Hydes Lake,2002,1.0
Hydes Lake,2008,0.0
Hydes Lake,2006,1.0
Hydes Lake,1985,1.0
Hydes Lake,1999,1.0
Hydes Lake,2005,1.0
Hydes Lake,2011,2.0
Hydes Lake,2009,1.0
Hydes Lake,1991,1.0
Hydes Lake,2001,2.0
Hydes Lake,2004,1.0
Hydes Lake,2007,1.0
Hydes Lake,2014,2.0
Hydes Lake,1993,1.0
Hydes Lake,2012,2.0
Hydes Lake,2013,2.0
Meuwissen Lake,2008,0.0
Cates Lake,2011,3.0
Cates Lake,2004,3.0
Cates Lake,2009,3.0
Cates Lake,2007,3.0
Cates Lake,2003,3.0
Cates Lake,2013,3.0
Cates Lake,2008,3.0
Cates Lake,2006,3.0
Cates Lake,2010,4.0
Cates Lake,2002,3.0
Cates Lake,2005,3.0
Isabelle Lake,1994,0.0
Holland Lake,1985,2.0
Holland Lake,1984,2.0
Holland Lake,1988,3.0
Holland Lake,1983,2.0
Holland Lake,1993,4.0
Holland Lake,1999,4.0
Hazeltine Lake,2009,0.0
Hazeltine Lake,2012,0.0
Hazeltine Lake,2014,0.0
Hazeltine Lake,2001,0.0
Hazeltine Lake,2011,0.0
Hazeltine Lake,2013,0.0
Hazeltine Lake,2006,0.0
Hazeltine Lake,2005,0.0
Hazeltine Lake,2000,0.0
Hazeltine Lake,2010,0.0
Goose Lake,1996,1.6666666666666667
Shavers Lake,2006,2.0
Chub Lake,1994,1.0
Chub Lake,1980,1.0
Chub Lake,2011,0.0
Chub Lake,1995,1.0
Chub Lake,1993,1.0
Brickyard Clayhole Lake,2002,4.0
Brickyard Clayhole Lake,2011,4.0
Brickyard Clayhole Lake,2004,4.0
Brickyard Clayhole Lake,2008,4.0
Brickyard Clayhole Lake,2003,4.0
Brickyard Clayhole Lake,2012,4.0
Brickyard Clayhole Lake,2005,4.0
Brickyard Clayhole Lake,2014,4.0
Brickyard Clayhole Lake,2009,4.0
Brickyard Clayhole Lake,2010,4.0
Brickyard Clayhole Lake,2007,4.0
Brickyard Clayhole Lake,2006,4.0
Brickyard Clayhole Lake,2013,4.0
Independence Lake,1993,3.0
Independence Lake,1980,1.0
Independence Lake,1981,2.0
Independence Lake,1994,2.0
Medicine Lake,2012,2.0
Medicine Lake,2011,2.0
Medicine Lake,2014,2.0
Medicine Lake,1991,2.0
Medicine Lake,2013,2.0
Medicine Lake,2010,2.0
Medicine Lake,1990,2.0
Medicine Lake,1981,2.0
Medicine Lake,1983,2.0
Wilmes Lake,1996,2.0
Wilmes Lake,1999,2.0
Wilmes Lake,2007,2.0
Wilmes Lake,2009,2.0
Wilmes Lake,1995,2.0
Wilmes Lake,2012,2.0
Wilmes Lake,1994,3.0
Wilmes Lake,2013,2.0
Wilmes Lake,2008,2.0
Wilmes Lake,2002,1.0
Wilmes Lake,1998,1.0
Wilmes Lake,2003,2.0
Wilmes Lake,2005,1.0
Wilmes Lake,2011,2.0
Wilmes Lake,1997,1.0
Wilmes Lake,2004,2.0
Wilmes Lake,2000,2.0
Wilmes Lake,2006,2.0
Wilmes Lake,2010,2.0
Wilmes Lake,2001,1.0
Wilmes Lake,2014,2.0
Mays Lake,2008,4.0
Mays Lake,2009,4.0
Mays Lake,2010,4.0
Mays Lake,2014,4.0
Ham Lake,1993,4.0
Ham Lake,1994,3.0
Ham Lake,1998,3.0
Ham Lake,1984,3.0
Ham Lake,1997,4.0
Ham Lake,1996,4.0
Pomerleau Lake,2003,1.0
Pomerleau Lake,1999,2.0
Pomerleau Lake,1996,2.0
Pomerleau Lake,2014,2.0
Pomerleau Lake,2001,2.0
Wood Lake,2003,2.0
Wood Lake,2006,2.0
Wood Lake,2007,2.0
Wood Lake,2008,2.0
Wood Lake,2010,2.0
Wood Lake,2002,2.0
Wood Lake,2004,2.0
Wood Lake,2011,3.0
Wood Lake,2001,2.0
Wood Lake,2005,2.0
Wood Lake,1996,2.0
Wood Lake,2012,1.0
Wood Lake,2013,3.0
Wood Lake,1999,2.0
Wood Lake,2009,2.0
Wood Lake,1997,2.0
Wood Lake,2000,2.0
Wood Lake,2014,2.0
Wood Lake,1998,3.0
Friedrich's Pond,2008,1.0
Friedrich's Pond,2006,0.0
Friedrich's Pond,2007,0.0
Peter Lake,2009,3.0
Libbs Lake,2004,3.0
DeMontreville Lake,2012,4.0
DeMontreville Lake,2003,4.0
DeMontreville Lake,1993,3.0
DeMontreville Lake,2005,3.0
DeMontreville Lake,2006,3.0
DeMontreville Lake,2000,4.0
DeMontreville Lake,2010,3.0
DeMontreville Lake,1984,2.0
DeMontreville Lake,1995,3.0
DeMontreville Lake,1980,2.0
DeMontreville Lake,2008,4.0
DeMontreville Lake,2011,4.0
DeMontreville Lake,1991,2.0
DeMontreville Lake,2013,4.0
DeMontreville Lake,2007,2.0
DeMontreville Lake,2004,4.0
DeMontreville Lake,2009,3.0
DeMontreville Lake,2014,4.0
Lake Forest,2009,0.0
Lake Forest,2008,0.0
Pike Lake,1986,2.0
Pike Lake,1981,1.0
Pike Lake,1983,2.0
Pike Lake,1990,1.0
Pike Lake,1987,1.0
Pike Lake,1988,1.0
Pike Lake,1982,1.0
Pike Lake,1985,2.0
Pike Lake,1989,1.0
Pike Lake,1991,0.0
Upper Prior Lake,1998,1.0
Upper Prior Lake,2013,2.0
Upper Prior Lake,2011,2.0
Upper Prior Lake,1984,1.0
Upper Prior Lake,2010,2.0
Upper Prior Lake,2002,1.0
Upper Prior Lake,1981,1.0
Upper Prior Lake,2005,2.0
Upper Prior Lake,1980,1.0
Upper Prior Lake,1999,1.0
Upper Prior Lake,2003,2.0
Upper Prior Lake,2006,1.0
Upper Prior Lake,2012,1.0
Upper Prior Lake,2009,2.0
Upper Prior Lake,2007,1.0
Upper Prior Lake,2001,1.0
Upper Prior Lake,2008,2.0
Upper Prior Lake,1997,2.0
Upper Prior Lake,2004,1.0
Upper Prior Lake,2000,1.0
Upper Prior Lake,1996,2.0
Upper Prior Lake,1989,1.0
Regional Park Lake,2007,2.0
Regional Park Lake,2000,1.0
Regional Park Lake,2006,2.0
Regional Park Lake,2013,2.0
Regional Park Lake,2003,1.0
Regional Park Lake,2008,2.0
Regional Park Lake,2012,1.0
Regional Park Lake,2002,1.0
Regional Park Lake,2010,2.0
Regional Park Lake,1999,2.0
Regional Park Lake,2011,2.0
Regional Park Lake,2005,2.0
Regional Park Lake,1998,1.0
Regional Park Lake,2001,1.0
Regional Park Lake,2009,3.0
Regional Park Lake,2004,2.0
Regional Park Lake,2014,2.0
Silver Lake,1992,3.0
Silver Lake,1994,4.0
Silver Lake,1999,2.0
Silver Lake,2008,2.0
Silver Lake,2000,2.5
Silver Lake,2001,2.5
Silver Lake,1993,3.0
Silver Lake,2005,3.5
Silver Lake,2004,3.0
Silver Lake,2006,2.5
Silver Lake,2003,3.0
Silver Lake,1990,3.0
Silver Lake,2009,3.0
Silver Lake,1991,3.0
Silver Lake,1986,2.0
Silver Lake,1989,3.0
Silver Lake,1996,3.0
Silver Lake,1997,3.0
Silver Lake,1998,3.0
Silver Lake,2007,2.0
Silver Lake,1995,3.0
Silver Lake,1985,3.0
Silver Lake,2002,3.0
Silver Lake,1987,3.0
Silver Lake,1984,2.0
Silver Lake,1988,3.0
Sunset Pond,1994,3.0
Sunset Pond,2003,2.0
Sunset Pond,2008,3.0
Sunset Pond,2007,3.0
Sunset Pond,2004,3.0
Sunset Pond,2006,2.0
Sunset Pond,2002,3.0
Sunset Pond,2009,3.0
Sunset Pond,2013,3.0
Sunset Pond,2014,3.0
Sunset Pond,1997,2.0
Sunset Pond,1998,3.0
Sunset Pond,2010,3.0
Sunset Pond,2001,3.0
Sunset Pond,2000,3.0
Sunset Pond,2011,3.0
Sunset Pond,1995,2.0
Sunset Pond,2012,3.0
Sunset Pond,1996,2.0
Benton Lake,2003,0.0
Benton Lake,2008,0.0
Benton Lake,2011,0.0
Benton Lake,2010,1.0
Benton Lake,2000,0.0
Benton Lake,2001,0.0
Benton Lake,1999,0.0
Benton Lake,2012,0.0
Benton Lake,2007,0.0
Benton Lake,2013,0.0
Benton Lake,2009,0.0
Benton Lake,2014,0.0
Benton Lake,2005,0.0
Benz Lake,2008,2.0
Benz Lake,2006,1.0
Benz Lake,2012,1.0
Benz Lake,2007,0.0
Benz Lake,2005,0.0
Benz Lake,2009,1.0
Benz Lake,2010,1.0
Benz Lake,2011,2.0
Fish Lake,2008,2.0
Fish Lake,2011,2.25
Fish Lake,2002,1.0
Fish Lake,2004,1.5
Fish Lake,2013,2.0
Fish Lake,2005,1.5
Fish Lake,2012,1.3333333333333333
Fish Lake,2003,1.3333333333333333
Fish Lake,2007,2.0
Fish Lake,2009,2.0
Fish Lake,2010,1.3333333333333333
Fish Lake,2006,1.5
Big Woods Lake,2014,0.0
Masterman Lake,2007,2.0
Masterman Lake,2006,2.0
Masterman Lake,2009,2.0
Masterman Lake,2011,2.0
Masterman Lake,2008,2.0
Masterman Lake,2010,2.0
North Twin Lake,1999,3.0
North Twin Lake,2006,3.0
North Twin Lake,2003,3.0
North Twin Lake,2007,2.0
North Twin Lake,1996,2.0
North Twin Lake,2005,3.0
North Twin Lake,1997,3.0
North Twin Lake,2000,3.0
North Twin Lake,1998,2.0
North Twin Lake,2004,3.0
North Twin Lake,2001,3.0
Rice Elm Lake,2009,0.0
Rice Elm Lake,2010,1.0
Rice Elm Lake,2007,0.0
Rice Elm Lake,2008,1.0
Rice Elm Lake,2011,1.0
Reitz Lake,2005,2.0
Reitz Lake,2000,2.0
Reitz Lake,1991,1.0
Reitz Lake,2002,2.0
Reitz Lake,2013,2.0
Reitz Lake,2003,2.0
Reitz Lake,2007,3.0
Reitz Lake,2004,2.0
Reitz Lake,2009,2.0
Reitz Lake,1985,1.0
Reitz Lake,2011,2.0
Reitz Lake,2008,2.0
Reitz Lake,1999,2.0
Reitz Lake,2012,1.0
Reitz Lake,2001,1.0
Reitz Lake,1993,1.0
Reitz Lake,2014,2.0
Reitz Lake,2006,2.0
Reitz Lake,2010,3.0
Tamarack Lake,2003,2.0
Tamarack Lake,2005,2.0
Tamarack Lake,2008,3.0
Tamarack Lake,2004,2.0
Tamarack Lake,2002,3.0
Tamarack Lake,2006,2.0
Tamarack Lake,2007,3.0
Tamarack Lake,2001,3.0
Tamarack Lake,2009,3.0
Tamarack Lake,2000,2.0
South Oak Lake,2009,2.0
South Oak Lake,2011,2.0
South Oak Lake,2008,0.0
South Oak Lake,2003,1.0
South Oak Lake,2007,0.0
South Oak Lake,2013,1.0
South Oak Lake,2012,1.0
South Oak Lake,2006,1.0
South Oak Lake,2002,1.0
Ann Lake,1985,4.0
Ann Lake,2009,3.0
Ann Lake,2012,4.0
Ann Lake,2010,4.0
Ann Lake,1989,3.0
Ann Lake,2002,4.0
Turtle Lake,2003,2.0
Turtle Lake,1991,0.0
Turtle Lake,1999,2.0
Turtle Lake,1997,1.0
Turtle Lake,2001,2.0
Turtle Lake,1992,0.0
Turtle Lake,1998,1.0
Turtle Lake,2000,2.0
Turtle Lake,1996,1.0
Little Long Lake,2012,4.0
Little Long Lake,2006,3.0
Little Long Lake,1984,4.0
Little Long Lake,2003,4.0
Little Long Lake,1998,4.0
Little Long Lake,2010,4.0
Little Long Lake,2001,4.0
Little Long Lake,1980,4.0
Little Long Lake,2009,4.0
Little Long Lake,2007,4.0
Rutz Lake,2011,1.0
Rutz Lake,2008,0.0
Rutz Lake,2009,0.0
Rutz Lake,2007,0.0
Rutz Lake,2000,1.0
Rutz Lake,2006,1.0
Earley Lake,1996,2.0
Earley Lake,2012,3.0
Earley Lake,1994,2.0
Earley Lake,1998,2.0
Earley Lake,1995,2.0
Earley Lake,2011,3.0
Earley Lake,2000,2.0
Earley Lake,2010,2.0
Earley Lake,2002,2.0
Earley Lake,2006,3.0
Earley Lake,2008,3.0
Earley Lake,2014,3.0
Earley Lake,2001,2.0
Earley Lake,1999,2.0
Earley Lake,2004,2.0
Earley Lake,2007,2.0
Earley Lake,2003,2.0
Earley Lake,2013,2.0
Earley Lake,2005,2.0
Earley Lake,2009,3.0
Earley Lake,1997,2.0
Sylvan Lake,2014,0.0
Sylvan Lake,2008,1.0
Sylvan Lake,2013,1.0
Sylvan Lake,2012,0.0
Virginia Lake,2001,2.0
Virginia Lake,2003,2.0
Virginia Lake,2005,2.0
Virginia Lake,2000,2.0
Virginia Lake,2004,2.0
Virginia Lake,2002,2.0
Schroeder Pond,2006,2.0
Schroeder Pond,2004,3.0
Schroeder Pond,2007,2.0
Schroeder Pond,2005,1.0
Lost Lake,1993,0.0
Northwood Lake,2011,1.0
Northwood Lake,2010,1.0
Northwood Lake,2005,2.0
Northwood Lake,2009,1.0
Northwood Lake,2012,1.0
Northwood Lake,2003,1.0
Northwood Lake,2013,1.0
Northwood Lake,2007,1.0
Northwood Lake,2004,2.0
Northwood Lake,2008,1.0
Northwood Lake,2000,1.0
Northwood Lake,2006,1.0
Northwood Lake,2001,1.0
Northwood Lake,2002,2.0
Jubert Lake,2000,1.0
Bass Lake,1997,2.0
Bass Lake,1999,2.0
Bass Lake,1992,3.0
Bass Lake,1991,2.0
Bass Lake,1998,2.0
Goetschel Lake,2004,3.0
Goetschel Lake,2002,3.0
Goetschel Lake,2008,3.0
Goetschel Lake,2010,3.0
Goetschel Lake,2007,3.0
Goetschel Lake,2005,3.0
Goetschel Lake,2006,3.0
Goetschel Lake,2009,2.0
Goetschel Lake,2003,3.0
Seidl Lake,2010,2.0
Seidl Lake,1991,2.0
Seidl Lake,2003,2.0
Seidl Lake,2004,2.0
Seidl Lake,1999,1.0
Seidl Lake,1995,3.0
Seidl Lake,2002,1.0
Seidl Lake,2001,2.0
Seidl Lake,2000,2.0
Seidl Lake,1998,2.0
Seidl Lake,2005,2.0
Seidl Lake,2006,1.0
Seidl Lake,1996,3.0
Seidl Lake,1997,2.0
Seidl Lake,2011,1.0
Seidl Lake,2007,1.0
Haughey Lake,2002,1.0
Henry Lake,2008,1.0
Henry Lake,2010,0.0
Henry Lake,2011,1.0
Henry Lake,2009,0.0
Henry Lake,2006,2.0
Henry Lake,1995,1.0
Henry Lake,2007,1.0
Henry Lake,2005,1.0
Schultz Lake,1984,3.0
Schultz Lake,1999,4.0
Schultz Lake,1985,3.0
Heims Lake,2009,2.0
MacDonald Lake,2005,3.0
MacDonald Lake,2006,4.0
MacDonald Lake,2004,4.0
MacDonald Lake,2007,3.0
Campbell Lake,2006,0.0
Campbell Lake,2002,1.0
Campbell Lake,2005,0.0
Campbell Lake,2000,0.0
Minnetoga Lake,2013,2.0
Minnetoga Lake,2008,3.0
Minnetoga Lake,2010,3.0
Minnetoga Lake,2011,2.0
Minnetoga Lake,2014,3.0
Minnetoga Lake,2007,2.0
Minnetoga Lake,2012,3.0
Goose Lake,1998,2.0
Goose Lake,1994,2.0
Goose Lake,2001,1.0
Goose Lake,2006,1.0
Goose Lake,1997,1.0
Goose Lake,2005,1.0
Goose Lake,2003,0.0
Goose Lake,2007,1.0
Goose Lake,1999,1.0
Goose Lake,1995,1.6666666666666667
Goose Lake,2000,0.0
Goose Lake,2004,2.0
Goose Lake,2002,1.0
Bryant Lake,1991,2.0
Riley Lake,2007,3.0
Riley Lake,2004,2.0
Riley Lake,2011,2.0
Riley Lake,2013,2.0
Riley Lake,2003,2.0
Riley Lake,2006,3.0
Riley Lake,2008,2.0
Riley Lake,2010,2.0
Riley Lake,2012,2.0
Riley Lake,2009,2.0
Riley Lake,2005,2.0
Riley Lake,2014,2.0
Sea Lake,2009,1.0
Sea Lake,2008,2.0
Pleasant Lake,1993,0.0
Klawitter Pond,2009,1.0
Klawitter Pond,2004,1.0
Klawitter Pond,2005,1.0
Klawitter Pond,2007,1.0
Klawitter Pond,2006,1.0
Klawitter Pond,2012,1.0
Klawitter Pond,2002,2.0
Klawitter Pond,2003,1.0
Klawitter Pond,2013,2.0
Klawitter Pond,2008,1.0
Klawitter Pond,2010,1.0
Klawitter Pond,2014,1.0
Klawitter Pond,2011,1.0
George Lake,1980,4.0
George Lake,1998,4.0
George Lake,1984,4.0
George Lake,1994,4.0
George Lake,1982,4.0
George Lake,1981,4.0
George Lake,2009,3.0
George Lake,1989,4.0
Shields Lake,1998,1.0
Shields Lake,2007,1.0
Shields Lake,1994,2.0
Shields Lake,2002,1.0
Shields Lake,2004,1.0
Shields Lake,2003,1.0
Shields Lake,2014,1.0
Shields Lake,1999,1.0
Shields Lake,2001,1.0
Shields Lake,1996,2.0
Shields Lake,1991,2.0
Shields Lake,2006,1.0
Shields Lake,2005,1.0
Shields Lake,2012,1.0
Shields Lake,1997,2.0
Shields Lake,1995,2.0
Shields Lake,2000,1.0
Shields Lake,1993,1.0
Shields Lake,2013,1.0
Bone Lake,1998,2.0
Bone Lake,2011,3.0
Bone Lake,1999,2.0
Bone Lake,1987,2.0
Bone Lake,2006,2.0
Bone Lake,1984,2.0
Bone Lake,1988,2.0
Bone Lake,2014,2.0
Bone Lake,2013,2.0
Bone Lake,2008,2.0
Bone Lake,2003,2.0
Bone Lake,2001,2.0
Bone Lake,2009,2.0
Bone Lake,2005,2.0
Bone Lake,2007,2.0
Bone Lake,1991,2.0
Bone Lake,1993,2.0
Bone Lake,1997,2.0
Bone Lake,2002,2.0
Bone Lake,2004,2.0
Bone Lake,2010,2.0
Bone Lake,1989,2.0
Bone Lake,2012,2.0
Susan Lake,2011,2.0
Susan Lake,2009,2.0
Susan Lake,2006,2.0
Susan Lake,2008,1.0
Susan Lake,2014,2.0
Susan Lake,2013,2.0
Susan Lake,2010,2.0
Susan Lake,2012,1.0
Susan Lake,2007,2.0
Whaletail Lake,1985,1.0
Whaletail Lake,2004,1.5
Whaletail Lake,1998,2.0
Whaletail Lake,1980,1.0
Whaletail Lake,2001,2.0
Whaletail Lake,2005,1.5
Lee Lake,2012,2.0
Lee Lake,1996,2.0
Lee Lake,2002,2.0
Lee Lake,1994,2.0
Lee Lake,2004,2.0
Lee Lake,2003,2.0
Lee Lake,2006,2.0
Lee Lake,2013,3.0
Lee Lake,2007,2.0
Lee Lake,2010,4.0
Lee Lake,2001,2.0
Lee Lake,2011,3.0
Lee Lake,1995,2.0
Lee Lake,2009,4.0
Lee Lake,1997,2.0
Lee Lake,2005,2.0
Lee Lake,2008,2.0
Lee Lake,2000,1.0
Shavers Lake,2005,2.0
Square Lake,1981,4.0
Square Lake,2000,4.0
Square Lake,2012,4.0
Square Lake,1984,4.0
Square Lake,1980,4.0
Square Lake,1985,4.0
Square Lake,1997,4.0
Square Lake,2001,4.0
Square Lake,1982,4.0
Square Lake,2005,4.0
Square Lake,2014,4.0
Square Lake,1996,4.0
Square Lake,1993,4.0
Square Lake,1994,4.0
Square Lake,2003,4.0
Square Lake,2011,4.0
Square Lake,2010,4.0
Square Lake,1998,4.0
Square Lake,1983,4.0
Square Lake,1989,4.0
Square Lake,1999,4.0
Square Lake,2002,4.0
Square Lake,2004,4.0
Square Lake,2013,4.0
Square Lake,1995,4.0
Square Lake,2006,4.0
Square Lake,2007,4.0
Pierson Lake,1981,4.0
Pierson Lake,1989,4.0
Pierson Lake,1982,4.0
Pierson Lake,2001,3.0
Pierson Lake,2006,3.0
Pierson Lake,1995,3.0
Pierson Lake,2003,3.0
Pierson Lake,1980,3.0
Pierson Lake,2002,3.0
O'Connors Lake,2011,3.0
O'Connors Lake,2010,1.0
O'Connors Lake,2007,2.0
O'Connors Lake,2006,3.0
O'Connors Lake,2013,3.0
O'Connors Lake,2005,2.0
O'Connors Lake,2009,1.0
O'Connors Lake,2008,2.0
Mooney Lake,1988,0.0
Mooney Lake,1989,0.0
Mooney Lake,1991,1.0
Mooney Lake,1999,1.0
Mooney Lake,1990,0.0
Cloverdale Lake,2005,4.0
Cloverdale Lake,2002,3.0
Cloverdale Lake,2004,3.0
Cloverdale Lake,2011,4.0
Cloverdale Lake,2012,3.0
Cloverdale Lake,2009,3.0
Cloverdale Lake,2003,3.0
Cloverdale Lake,2001,2.0
Cloverdale Lake,2008,3.0
Cloverdale Lake,2013,4.0
Cloverdale Lake,2010,3.0
Cloverdale Lake,2007,3.0
Cloverdale Lake,2006,3.0
West Lakeland Storage Site,2008,2.0
West Lakeland Storage Site,2010,1.0
West Lakeland Storage Site,2009,2.0
Fish Lake,1998,1.0
Fish Lake,2001,1.5
Fish Lake,1999,1.0
Fish Lake,2000,1.0
Fish Lake,1997,2.0
Anderson Pond,2011,2.0
Anderson Pond,2014,2.0
Anderson Pond,2010,2.0
Pine Tree Lake,2012,4.0
